state_name,fem_15_19_pregnant,fem_below24_married_before18,deaths_last_3years,pop_f_6_sch,oral_cancer,alcohol_men_15,men_bp_sev,tobaco_men_15,tobaco_women_15,alcohol_women_15,breast_cancer,cerv_cancer,men_bp_mild,men_bp_ele_med,sex_ratio_tot_pop,pop_below_15
Puducherry,0.7,2.8,96.8,99.2,1.6,23.2,9.4,12.6,1,0.6,2.1,4.3,24.8,37.7,1164,16.8
Puducherry,0,4.2,0,95.9,0,0,0,0,0,0,0,0,0,0,1201,22.2
Puducherry,5.3,5.7,91.3,83.8,1.9,27.3,6.1,14,2.1,0.3,5,9.2,20,31.1,1106,20.1
Puducherry,3.1,9.9,0,80.3,0,0,0,0,0,0,0,0,0,0,1055,23.7
Puducherry,4.8,15.9,94.7,80.9,2.3,18.8,8.4,10.3,0.8,0.2,0.2,0.7,20,33.3,1089,21.8
Puducherry,11.3,24.5,0,77.7,0,0,0,0,0,0,0,0,0,0,1044,25
Punjab,4.4,9.2,90.7,78,0.4,18.3,14.9,8.2,0.2,0.1,0.8,6.5,26.6,43,921,22.9
Punjab,0.7,10.3,0,77.4,0,0,0,0,0,0,0,0,0,0,916,26.3
Punjab,2.6,12.8,90.9,72.4,0.7,28.5,12.4,14,0.3,0.3,0.5,0.5,25.4,40,883,21.7
Punjab,4.3,11.1,0,69,0,0,0,0,0,0,0,0,0,0,873,21.5
Punjab,3.9,14.2,82.9,68.7,0.5,30.1,15.6,20.3,1,0.5,0.8,2.3,26.5,45.1,861,21.5
Punjab,4.2,5.7,0,71.1,0,0,0,0,0,0,0,0,0,0,914,22.6
Punjab,4.7,11.9,91.8,71.7,0.7,27.6,10.9,18.6,0.1,0.2,0.3,0.9,21.7,35.4,924,23.4
Punjab,4,9.9,0,70.5,0,0,0,0,0,0,0,0,0,0,888,23
Punjab,1.5,7.3,97.6,80.1,0.8,23.6,10.1,12.3,0.2,0.1,0.6,2.3,22.1,35.1,899,21.1
Punjab,0.5,8.3,0,79.5,0,0,0,0,0,0,0,0,0,0,927,21.3
Punjab,2.6,12.4,79.9,70.8,0,20.8,8.9,17.5,0.4,0.3,0.2,5.2,25.3,36.2,944,23.7
Punjab,1.9,10.5,81.6,72.5,0.2,26.4,10.6,12.6,0.1,0.3,0,9.4,20.6,33.9,958,23.7
Punjab,8.2,6.5,89.2,79,0,21.3,11.2,7.9,0.4,0.6,0.2,0.3,25.7,39.2,952,23.7
Punjab,1.6,4.7,98.5,89,0,16.4,13.1,10.1,0.2,0.3,0.2,4.3,29,43,999,19.9
Punjab,1.5,6.7,0,83.4,0,0,0,0,0,0,0,0,0,0,943,22.7
Punjab,0.7,7.4,95.5,82.1,1,22.5,8.3,11.3,0.7,0.3,0.2,3.3,27.2,37.5,997,21.7
Punjab,2.2,4.6,0,81.5,0,0,0,0,0,0,0,0,0,0,953,20
Punjab,2.5,6.9,91.7,79.2,0,22.3,8.8,11.6,0.2,0.2,0,2.3,24.9,36.2,998,21.8
Punjab,1.6,6.7,0,78.8,0,0,0,0,0,0,0,0,0,0,958,22.4
Punjab,1.8,6.5,95.6,81.4,0.3,20.8,8,13.5,0.5,0.3,0.4,0.8,21.3,32.2,918,21.3
Punjab,2,6.4,0,82,0,0,0,0,0,0,0,0,0,0,862,23
Punjab,2.7,11.5,84.3,63.6,0,28.4,14.8,16.9,0.4,0.3,0.3,3.4,25.9,42.2,924,23
Punjab,3.2,13.3,0,62,0,0,0,0,0,0,0,0,0,0,908,23.2
Punjab,4.3,13.1,87.3,72,0,30.4,10.3,16.9,0.3,0.5,0,0.5,23.1,35.3,906,22.8
Punjab,5.5,10.8,0,71.7,0,0,0,0,0,0,0,0,0,0,897,23.3
Punjab,2.7,8.6,87.3,68.5,0.2,32,9.6,20.8,0.4,0.3,0,0.5,20.9,32,942,23.2
Punjab,3.5,8.6,0,71.5,0,0,0,0,0,0,0,0,0,0,860,23.4
Punjab,2.7,4.6,95.8,82.8,0.5,24.3,7.5,15.8,0.4,0.3,0.4,0.9,23.9,32.5,952,20.9
Punjab,5.2,7.8,92.4,76.9,1.2,21.9,9.4,11.2,0.3,0.4,0.2,0.2,21,34.3,922,20.2
Punjab,2.5,5.6,0,76.8,0,0,0,0,0,0,0,0,0,0,903,22.6
Punjab,0.6,2.4,95.9,81.8,0.4,20,8.3,11.5,0.5,0.3,0,0,19,31.9,991,21.5
Punjab,1.7,4.5,0,81.3,0,0,0,0,0,0,0,0,0,0,950,23.3
Punjab,2.9,10.6,89.7,84.3,0,20.9,8.3,12.3,0.5,0.6,0,1.3,21.6,34,876,20.9
Punjab,2.7,12.1,0,81.9,0,0,0,0,0,0,0,0,0,0,864,24.7
Punjab,1.4,8,86.2,73.5,0.5,22,13.4,12.7,0.6,0.3,0.7,2.6,26.2,41.8,937,21.2
Punjab,3.3,8.4,0,68.5,0,0,0,0,0,0,0,0,0,0,893,21.7
Punjab,2.8,6.4,97.7,82.3,0.1,18.7,11.9,10.9,0.2,0.2,0.3,3.5,29.8,42.8,1004,20.9
Punjab,0.8,5.1,0,75.2,0,0,0,0,0,0,0,0,0,0,1011,22.3
Punjab,5.2,10.7,96.4,68.6,0.7,23.4,10.7,6.8,0.1,0.5,0,0.3,22.9,36.1,978,25.8
Punjab,2,7.7,0,70.3,0,0,0,0,0,0,0,0,0,0,914,25.5
Rajasthan,5.5,20.2,83.4,67.3,0.2,12.4,2.5,38.6,4.1,0.2,0.2,0.4,7.8,13.1,993,26.7
Rajasthan,5.6,35,0,64.7,0,0,0,0,0,0,0,0,0,0,953,29.2
Rajasthan,8,32.2,65,64,0.2,13.3,8.7,42.5,9.7,0.3,0.6,1.5,15.7,25.8,991,29.4
Rajasthan,9.7,40.8,0,61.2,0,0,0,0,0,0,0,0,0,0,937,33.5
Rajasthan,5.2,25,58.9,55.9,0,18.1,3.6,38.7,5.8,0.8,0,0,15.2,19.4,1056,31.7
Rajasthan,12.1,28.3,0,50.4,0,0,0,0,0,0,0,0,0,0,983,35.5
Rajasthan,3,26.8,60,61.7,0,16.2,3.4,57,19.3,0.8,0,0.2,10.6,15.6,1019,28.4
Rajasthan,2.8,33.7,0,56.9,0,0,0,0,0,0,0,0,0,0,959,28.1
Rajasthan,2,20.2,88.7,67,0,11.4,1.6,49.1,3.9,0.4,0,0.2,8.8,10.9,986,31.4
Rajasthan,7.4,46.7,0,44.7,0,0,0,0,0,0,0,0,0,0,980,38.5
Rajasthan,5.1,33.5,67.7,62.4,0.6,12.1,4.5,47.5,10.5,0.2,0.3,1.4,16.4,23.6,970,31.7
Rajasthan,8.1,37.3,0,56.3,0,0,0,0,0,0,0,0,0,0,970,36.3
Rajasthan,5.4,41.8,83.4,57.1,0,11.5,3.7,41.9,4.2,0.4,0,0,11.3,15.7,1069,29.2
Rajasthan,6.4,57.2,0,50,0,0,0,0,0,0,0,0,0,0,1000,29.5
Rajasthan,6.5,33.3,77.3,64.6,0.2,8.8,1.4,38,3.4,0.4,0.2,0,8.4,11.8,968,30.2
Rajasthan,6.4,33.4,0,61.5,0,0,0,0,0,0,0,0,0,0,957,32
Rajasthan,2.3,34.1,81.9,57.9,0.2,11.5,4,52.8,13.8,0.5,0.2,0,13.4,19,1002,28.4
Rajasthan,4.6,35.1,0,51.1,0,0,0,0,0,0,0,0,0,0,930,27.7
Rajasthan,3.5,42.6,73.3,55.3,0.3,10.5,5.1,44.4,3.7,0.5,0.2,0.2,14.9,21.1,1037,26.1
Rajasthan,5.3,53.6,0,50,0,0,0,0,0,0,0,0,0,0,968,27.3
Rajasthan,4.2,27.9,76.5,62.9,0.4,9.1,6.5,39.9,5,0.4,0.1,0.5,16.6,25.4,1037,29
Rajasthan,8.4,36.4,0,57.3,0,0,0,0,0,0,0,0,0,0,1009,32.1
Rajasthan,3,26.3,67.6,59.4,0,7.2,4,47.5,15.8,0.2,0.3,1.2,11,16.1,986,29.2
Rajasthan,7.8,40.1,0,59.3,0,0,0,0,0,0,0,0,0,0,1016,32.3
Rajasthan,7.2,29.6,50.5,63.2,0,9.9,3.8,48,9.9,0.2,0.6,0.4,10.3,15.1,1002,34.9
Rajasthan,8.7,35.4,0,62.7,0,0,0,0,0,0,0,0,0,0,917,37.8
Rajasthan,4.4,16.9,72.7,64.6,0.3,11.4,2.4,40.8,3.6,0.3,0,0,11.7,14.9,1029,28.8
Rajasthan,6.9,29.4,0,53.3,0,0,0,0,0,0,0,0,0,0,1009,34
Rajasthan,2.4,13.6,87,68.6,0,15.6,3,29,2.1,0.5,0,0.2,12.8,18.3,957,24.9
Rajasthan,2.8,19,0,64.8,0,0,0,0,0,0,0,0,0,0,929,25.8
Rajasthan,2.8,18.6,89.1,65.1,0.6,13,4.8,36.1,1.5,0.1,0.4,0.8,15.7,22.6,1015,25.1
Rajasthan,4.6,23.1,0,59.9,0,0,0,0,0,0,0,0,0,0,928,27.3
Rajasthan,1.8,23.1,81.9,68.1,0.1,7.7,3.3,33.1,6.3,0.2,0.4,1.3,11.7,16.5,944,25.6
Rajasthan,6.3,29.5,0,68.5,0,0,0,0,0,0,0,0,0,0,920,29
Rajasthan,1,28.9,83.1,61.7,0,10.5,2.1,44.9,5,0.1,0,0,12.7,15.8,987,32.9
Rajasthan,8.6,48.4,0,45.2,0,0,0,0,0,0,0,0,0,0,916,39.8
Rajasthan,2.9,23.3,94,59.5,0.1,9.9,1.6,44.2,6.5,0.5,0.1,0.1,9,11.5,982,31.1
Rajasthan,4.3,32.4,0,47.4,0,0,0,0,0,0,0,0,0,0,957,34.6
Rajasthan,5.6,37.8,76.2,55.6,0.3,15.1,3.6,55.4,9.8,0.4,0,0.2,12.7,17.3,977,25.7
Rajasthan,3.8,36.3,0,53.4,0,0,0,0,0,0,0,0,0,0,948,28.4
Rajasthan,0.8,18.1,77.6,66.8,0.2,12.4,5.6,39.9,5.9,0.7,0.2,0.7,18,25.6,1063,24.8
Rajasthan,4.5,23.8,0,60.7,0,0,0,0,0,0,0,0,0,0,1020,27
Rajasthan,5.1,28.1,83.3,64.8,0.3,7.5,2.6,43.6,6.9,0.2,0.2,0,12.8,16.5,1042,30.3
Rajasthan,8.2,34.7,0,58,0,0,0,0,0,0,0,0,0,0,952,31.9
Rajasthan,7,33.5,65.5,56.5,0.2,7,2.8,51.6,17.3,0.4,0,1,9.5,13.2,996,32.1
Rajasthan,10.8,49.8,0,54.7,0,0,0,0,0,0,0,0,0,0,988,33.5
Rajasthan,0.5,13.2,84.4,74.7,0.7,12.6,3.8,43.2,9.2,0.3,0.3,0.3,14.1,20.2,981,23.9
Rajasthan,1.1,19.7,0,70.4,0,0,0,0,0,0,0,0,0,0,942,26.7
Rajasthan,0.9,28.2,86.7,62.9,0.1,7.5,3.3,44,5.9,0.3,0.1,0.1,12.7,17.5,1055,27.6
Rajasthan,7,42.2,0,52.7,0,0,0,0,0,0,0,0,0,0,1011,29.5
Rajasthan,2.2,11.8,90.4,67.1,0,9,2.7,40.1,4.6,0.1,0,0,12.2,16.5,1085,27.3
Rajasthan,3.4,31.3,0,56.7,0,0,0,0,0,0,0,0,0,0,1056,30.1
Rajasthan,3.2,30.9,71,57,0,18,4.5,37.8,2.7,0.4,0.2,0.2,13.3,18.7,1038,30.7
Rajasthan,4.8,41.2,0,48.7,0,0,0,0,0,0,0,0,0,0,982,32.7
Rajasthan,3.2,27.5,79.1,64.2,0,11.6,2.1,44.6,4.8,0.1,0,0,11.4,15.4,1065,27.6
Rajasthan,4.8,44.5,0,55.6,0,0,0,0,0,0,0,0,0,0,1001,30.6
Rajasthan,2.9,35.4,63,57.4,0.2,7.3,4.7,47.1,13.9,0.6,0.2,0.2,13.7,19.8,999,28.9
Rajasthan,9.6,47.7,0,51.7,0,0,0,0,0,0,0,0,0,0,1001,32.5
Rajasthan,3,18,74.8,67.9,0.3,9.8,5.2,35.1,7,0.2,0.1,0.3,15.1,22,1061,27.5
Rajasthan,3.7,24.2,0,61.4,0,0,0,0,0,0,0,0,0,0,1015,30.3
Rajasthan,4.4,18,65.8,59.4,0.3,13.5,3.4,39.9,8.7,0.3,0,0.3,14.2,18.7,1060,29.5
Rajasthan,4.3,31,0,48.3,0,0,0,0,0,0,0,0,0,0,999,33.5
Rajasthan,3.1,37.2,67.5,54.8,0.3,12.1,4.7,47.6,8.6,0.5,0,0.1,14.1,20.1,987,25.9
Rajasthan,4.5,47.3,0,54.2,0,0,0,0,0,0,0,0,0,0,987,28.7
Rajasthan,4.5,18.2,82.3,63.8,0,14.4,2.4,42.5,4.5,0.3,0,0,13.1,16.5,998,27.6
Rajasthan,6.8,40.4,0,52.7,0,0,0,0,0,0,0,0,0,0,1043,32.6
Sikkim,1.7,9.4,68.4,86.4,1.2,35.9,12,37.9,11.2,14.5,0,0.1,19.1,34.2,1008,19.3
Sikkim,3.8,15.8,0,80.3,0,0,0,0,0,0,0,0,0,0,957,23
Sikkim,3.8,16,76.3,78.5,0,43.5,19.5,35.4,9.9,22.7,0.4,1.2,25.1,47.7,997,21
Sikkim,2.4,12.3,0,79.3,0,0,0,0,0,0,0,0,0,0,917,23.4
Sikkim,8.7,9.9,87.2,80.2,0,38.1,16.1,47.4,15.8,15,0,1.6,29.7,49.6,973,19.9
Sikkim,2,15.6,0,80.8,0,0,0,0,0,0,0,0,0,0,924,22.3
Sikkim,2.5,14.1,83.1,81.8,0.7,50.9,13.7,44.9,8.9,20.5,0.5,0.5,30.4,45.1,959,19.2
Sikkim,2.1,13,0,77.2,0,0,0,0,0,0,0,0,0,0,933,24.1
Tamil Nadu,11.5,12.4,91.7,73.5,0.4,28.1,6.3,20.7,8.7,0.1,4.3,5.6,18.5,27.5,1143,22.4
Tamil Nadu,8.1,12,0,69.1,0,0,0,0,0,0,0,0,0,0,1048,24
Tamil Nadu,3,1.9,98.8,92.7,1.1,16.1,7.6,8.9,0.7,0.1,6.3,8.6,21.1,33.2,1037,18
Tamil Nadu,0.5,12.8,0,88.7,0,0,0,0,0,0,0,0,0,0,1032,22.2
Tamil Nadu,10.3,19.8,96.2,84.2,1.1,22.9,7.6,21.4,5.5,0.5,8.4,13.3,23.3,33.3,1061,19.3
Tamil Nadu,3.8,19.9,0,78.8,0,0,0,0,0,0,0,0,0,0,994,20.9
Tamil Nadu,4.9,12.6,83.3,76.8,0.6,32.6,8.3,24.4,7.5,0.6,4.6,7.1,16.9,27,1062,22.9
Tamil Nadu,7.8,15,0,76.6,0,0,0,0,0,0,0,0,0,0,1026,25.5
Tamil Nadu,6.4,16.7,87.1,72.6,0.8,26.8,8.3,24.6,7.9,0.7,1.2,1.8,20.6,30.8,1192,23.8
Tamil Nadu,3.8,27.9,0,69.9,0,0,0,0,0,0,0,0,0,0,1018,22.9
Tamil Nadu,8.6,20.5,97,77.8,0.7,26,6.8,27.7,6.5,0.1,2.1,5.8,24.3,34.2,1066,24.4
Tamil Nadu,6.1,20.3,0,73,0,0,0,0,0,0,0,0,0,0,1019,23.3
Tamil Nadu,14.8,13.7,93.8,73.1,0.7,23.5,6.7,26.2,11.1,0.1,8.7,15.1,25.7,36.1,1112,18.2
Tamil Nadu,6,22.4,0,73.2,0,0,0,0,0,0,0,0,0,0,1001,21.3
Tamil Nadu,2.5,10,93.8,85,1.7,28.9,8.6,17.5,4.5,0.8,6.8,6.8,18.9,32,1002,19.2
Tamil Nadu,2.3,12.3,0,82.5,0,0,0,0,0,0,0,0,0,0,964,21.5
Tamil Nadu,4,4.3,100,92.9,0.8,14.8,6.1,11,1,0.2,3.9,13.1,19.5,30.2,1121,20.8
Tamil Nadu,1,5.7,0,92.2,0,0,0,0,0,0,0,0,0,0,1110,24.2
Tamil Nadu,3.3,13.3,95.6,73.2,0.2,29,6.1,25.5,5.9,0.4,5.8,12.1,18.9,29.1,1154,19.1
Tamil Nadu,3.1,22.6,0,73.9,0,0,0,0,0,0,0,0,0,0,1056,23.8
Tamil Nadu,9.5,20.3,94.8,72.6,0.6,22.7,7.3,20.3,8.2,0.2,0.4,0.9,16.4,25.3,1053,24.2
Tamil Nadu,7.4,23.5,0,72.6,0,0,0,0,0,0,0,0,0,0,1009,24.3
Tamil Nadu,4,11.5,97.9,83.9,0.4,24.5,6,20.3,0.8,0.4,2.4,12.1,22.4,31.8,1079,19.9
Tamil Nadu,12,18.5,0,80.9,0,0,0,0,0,0,0,0,0,0,1007,23.8
Tamil Nadu,5.2,6.3,87.6,79.2,2.2,34.3,9.4,24.9,10.4,0.3,11,15.7,19.9,32.1,1148,20.8
Tamil Nadu,5.4,7.1,0,78.2,0,0,0,0,0,0,0,0,0,0,1071,24
Tamil Nadu,6.5,14.2,93.6,73.5,0,27.1,8,19.8,6.6,0.1,1,1.7,20.8,31.5,1142,17.3
Tamil Nadu,6.4,16.5,0,74.1,0,0,0,0,0,0,0,0,0,0,1008,20.7
Tamil Nadu,7.7,21.4,94,73.1,3.3,29.1,5.6,20.3,5.5,0.2,10.3,17.2,16.7,26.1,1210,22.6
Tamil Nadu,8.5,14,0,72.5,0,0,0,0,0,0,0,0,0,0,1131,24.2
Tamil Nadu,11.3,11.6,86.9,74.7,2.5,31.7,7.5,28.3,7.6,0.8,7.6,13.4,17.3,30.2,1095,23.7
Tamil Nadu,4.5,13.4,0,72.5,0,0,0,0,0,0,0,0,0,0,1087,25.4
Tamil Nadu,6,14.7,87.8,80.3,0.4,29.9,7.4,22.8,1.1,0.6,5.3,12.8,18.4,28.2,1147,24.4
Tamil Nadu,9.4,14.5,0,74.7,0,0,0,0,0,0,0,0,0,0,1101,25.7
Tamil Nadu,8.9,23.7,91.9,74.4,1.7,24.1,7.8,23.5,6.5,0.2,14.6,15.6,24.2,34,1057,20.1
Tamil Nadu,6.5,19.5,0,72.2,0,0,0,0,0,0,0,0,0,0,1000,22.8
Tamil Nadu,9.6,4.5,90.4,78.8,0.2,23,6.8,17.5,2.4,0.4,1.5,3.4,14.9,26,1223,21.8
Tamil Nadu,6.6,12.8,0,76.9,0,0,0,0,0,0,0,0,0,0,1197,24.2
Tamil Nadu,8.4,4.1,82.6,80.6,2.2,30,10,22.4,7.6,0.5,4.5,9,19.7,34.6,1112,19.6
Tamil Nadu,3.5,13.7,0,77.2,0,0,0,0,0,0,0,0,0,0,1059,23.6
Tamil Nadu,4.5,11.1,96.6,85.2,1.2,25.9,9.8,21.5,6.8,1.1,12.3,23.2,21.9,32.9,1093,19.7
Tamil Nadu,1.7,18.7,0,81.7,0,0,0,0,0,0,0,0,0,0,1056,21.2
Tamil Nadu,13.5,16,93.8,80.9,0.5,23,7.9,21.3,4.3,0.3,4.9,9.1,25.4,35.6,1168,23.8
Tamil Nadu,9.5,29.1,0,70.6,0,0,0,0,0,0,0,0,0,0,1013,23.2
Tamil Nadu,5.8,13.4,94.3,83.5,3.9,26.7,9.3,18.3,1.7,0.1,7.9,10.8,19.6,32.4,979,21.6
Tamil Nadu,3.9,17.4,0,82.2,0,0,0,0,0,0,0,0,0,0,980,21.6
Tamil Nadu,2.7,9.1,86.8,84.9,0.7,32.2,7.8,24.3,11.5,0.4,10.4,17.7,18,31,1131,19.6
Tamil Nadu,2.4,7.2,0,80.8,0,0,0,0,0,0,0,0,0,0,1072,25.2
Tamil Nadu,0.9,8.9,91.9,86.6,0.4,21.6,7.5,18.5,1.4,0.3,1.7,3.9,17.3,28.2,1111,20.9
Tamil Nadu,1.8,12.4,0,79.8,0,0,0,0,0,0,0,0,0,0,1135,24.3
Tamil Nadu,4.5,13.5,94.9,80.7,2.2,25.7,6,19.8,3.5,0.4,5.4,11.2,18.4,28.9,1123,21.5
Tamil Nadu,4.6,14.6,0,79,0,0,0,0,0,0,0,0,0,0,1048,23.5
Tamil Nadu,4.3,10.7,98.3,84.4,0.2,17.3,6.4,16.3,0.7,0,5.5,18.9,15.5,25.5,1109,22.1
Tamil Nadu,2.2,6,0,74.6,0,0,0,0,0,0,0,0,0,0,1124,22
Tamil Nadu,5.1,10.5,99.2,75.8,0.6,26.2,7,22.8,5.7,0.1,3.7,6.1,19,28.9,1114,17.8
Tamil Nadu,4.7,15.7,0,75.2,0,0,0,0,0,0,0,0,0,0,986,22.2
Tamil Nadu,8.5,11.6,91.6,75.5,0.6,24.2,6.2,17.2,4.8,0.2,4.3,8,16.5,25.8,1109,20.9
Tamil Nadu,9.2,19.8,0,70.2,0,0,0,0,0,0,0,0,0,0,1011,23.4
Tamil Nadu,4.9,14.9,91.7,80,0.2,23,6.4,14.4,4.3,0.3,0.5,1.8,16.8,25.6,1070,22.4
Tamil Nadu,3.4,12,0,75.5,0,0,0,0,0,0,0,0,0,0,1037,25.7
Tamil Nadu,7.9,19,93,73.6,3.7,38.1,7.1,25.1,8.8,0.2,8.8,14.7,16.6,26.1,1120,24.8
Tamil Nadu,7.2,20,0,69.6,0,0,0,0,0,0,0,0,0,0,1046,26.8
Tamil Nadu,3.6,15.5,91.7,80.5,0.8,22.8,6,18.8,1.8,0.5,1.8,2.2,13.3,22.9,1109,21.4
Tamil Nadu,4.4,19.9,0,71.4,0,0,0,0,0,0,0,0,0,0,1079,22.6
Telangana,7.8,21.4,77.3,58.6,0.6,28.3,7.4,29.7,11,2.1,0.2,5.3,15.5,26.4,992,24.8
Telangana,13,20.8,75.3,62.7,3.2,38.8,6.1,28.4,4.7,2.9,0,3.4,19.5,30.1,1082,19.5
Telangana,2.2,10.6,82.8,80.3,5.9,28,10.2,12.4,1.7,0.7,0,2.3,22,41.7,959,23
Telangana,3.1,28.4,70.1,55.9,3.4,47.6,8.4,23.5,11.2,2.6,1,6.7,16.4,31.3,1219,24.1
Telangana,6.5,20.3,66.3,56.6,0.2,60.6,7.6,27.1,4.1,11.3,0.2,3.1,18.3,29,1066,19.1
Telangana,13.2,24.9,58.9,52.4,4.9,53.1,7.5,27.4,5.6,4.3,0.8,7.3,20.8,31.5,1079,18.5
Telangana,15.9,34.6,72.8,47.8,3.2,34.6,9.6,23.7,9.7,7.1,0.5,2.4,17.1,29.7,1037,26.8
Telangana,1.1,30.8,73.9,51.1,1.6,41.8,8.1,25.7,5.6,16.7,0.6,2,16.9,29.1,1104,23.4
Telangana,7.6,11.9,66.4,63.6,1.6,49.8,8.6,19.3,5.7,5.6,0.1,4.9,19.5,34.7,1065,20.1
Telangana,10.9,35,86.4,61.8,2.1,31.8,8.2,19.5,2,1.3,0.3,2.2,18.1,30.8,1061,19
Telangana,4.6,25,56.4,52.9,1.2,38.4,7.8,37.7,12.8,3,0.3,0.9,17.3,27.2,1024,23.7
Telangana,6.6,28.3,70,55,2,56.5,7.2,28.1,5,12.6,0.5,1.8,18.4,28.8,1067,21.8
Telangana,9.2,23.4,72.6,54.8,1.4,42.9,6.5,25.3,7.5,8,0,2.2,16.5,26.5,1035,27.8
Telangana,3.7,14,73.6,58.4,1.9,44.1,8.5,22.4,6.5,1.9,0.2,1.8,19.5,32,1065,19.5
Telangana,3.1,10.2,78.8,72.9,0.7,39.3,9.2,17.9,3,2.4,0.2,0.5,18.7,34.8,996,23.1
Telangana,5.3,32.1,84.8,51.1,2.6,55.5,6.3,30.8,6.2,11.8,0.2,2,17,27.3,1066,23.8
Telangana,6,28.2,79.3,59.8,1.4,51.4,5.9,24.3,4,7.4,0.2,4.6,15.6,25.7,1017,23.9
Telangana,9.6,23.3,71.7,53.3,1.4,43.9,5.3,29,13,3.5,0.9,6.5,18.6,28.5,1171,22.7
Telangana,3.8,23.7,77.6,54.3,1.4,40.2,9.1,20.6,8.6,9.8,0.4,5,18.1,31.2,1132,23.7
Telangana,4.6,13.6,69.8,61.3,3.5,47.5,8.2,21.6,4.6,4.2,0.3,4.9,21.8,34.7,1028,18.1
Telangana,3,13.2,76.7,56.4,3.3,49.9,8,19.4,8.5,6.1,1.2,6.9,19.5,36,1167,21.3
Telangana,5.2,29,72.8,68.6,1,46.8,9.3,18.9,4.5,6.7,0.1,0.5,21.3,35,1022,24.1
Telangana,4.4,30.6,71.5,60.2,2.4,39.7,10.3,27.3,5.4,11.2,0.7,1.2,19.3,32.6,1053,24.5
Telangana,1,19,71.8,60.8,3.5,50.3,9.2,23.2,5.2,8.3,1,5.1,19,36.9,1062,22
Telangana,6.2,29.5,70.1,57.4,4.1,46.7,5.8,20.8,3,6.1,0.4,5.3,17.1,27.3,1032,18.9
Telangana,10,39.8,57.6,53.1,0.6,44.7,8.9,29.2,11.6,17,0.1,2.8,17.9,30.3,998,24.9
Telangana,4.7,32.6,75.7,49.3,2.2,48.7,5.8,27.5,8.9,8.7,0.3,3.3,16.1,25.5,1018,24.8
Telangana,12.9,22.9,70.3,51.8,3.8,54.4,8.5,23.2,2.8,6.5,1.1,5.5,17.4,29.4,1070,17.3
Telangana,4.3,22.7,77.7,70.3,0.4,43.3,8.5,14,1.5,2.9,0,1.4,17.6,32.7,1087,20.2
Telangana,1.7,21.6,71.1,59.1,2.1,58.4,8.8,22.2,5.6,12.9,0.2,2.4,19.1,32.3,1071,23
Tripura,26.9,38.9,81,74.8,0.5,40.2,4,61.3,55.2,7.5,0.4,0.6,11.5,17.4,1034,27.2
Tripura,20.2,34.4,0,76.4,0,0,0,0,0,0,0,0,0,0,957,27.9
Tripura,24.4,42.8,70.8,80.1,1.2,33.7,3.4,55.8,49.6,9.4,0.4,0.7,13.1,21.4,1011,24.2
Tripura,24.3,28.3,83.9,81.3,0,40.3,5,61.9,51.3,9.6,0,0.2,14.6,21.4,1059,23.5
Tripura,11.9,34.2,85.9,86.4,0,33.5,5.2,64,52.5,6.1,0,0.2,10.3,19.3,1040,26.2
Tripura,26.6,51.9,67.4,78.9,0.4,29.5,3.3,50.4,47.6,8.1,0.2,0.9,11.3,19.9,1021,23.4
Tripura,23.1,46.2,75.2,80.4,1.8,30.5,4.6,54.3,51,5.6,0.5,1.4,14.5,24.2,1054,24.5
Tripura,21.2,38,71.1,81.6,0,23.3,5.3,59.7,54.9,3.4,0,0.4,12.8,22.1,1079,27.4
Tripura,20.2,37.1,88.1,85.3,0.4,33,7.2,55.2,47.7,3.5,0.6,0.6,15.4,27.1,937,20.2
Uttar Pradesh,3.5,17.9,50.1,69.4,0.4,20.9,4.1,46.1,8.9,0.6,0.3,0.3,16.4,20.9,952,30.5
Uttar Pradesh,5.8,21.3,0,67.4,0,0,0,0,0,0,0,0,0,0,941,32.7
Uttar Pradesh,4.5,15.8,56.2,68,0,16.9,4.1,37,5.1,0.1,0.4,0.2,16.3,22,1031,32.1
Uttar Pradesh,6.1,23.2,0,63.8,0,0,0,0,0,0,0,0,0,0,932,33.9
Uttar Pradesh,0,5.5,57.4,71.6,0.4,16.5,6.9,52.9,12.8,0.2,0.4,4.8,13.6,22,1097,29.2
Uttar Pradesh,1.1,13.3,0,67.2,0,0,0,0,0,0,0,0,0,0,1094,32.1
Uttar Pradesh,1.9,14.9,52.4,66.1,0.4,9.1,5.7,49.3,11.5,0.4,0.2,1.5,14.3,21.2,1170,32.1
Uttar Pradesh,4.9,18.1,50.4,75.9,0.7,11.4,5,46.8,9.3,0.3,0.3,1.4,16.8,22.1,1021,29.3
Uttar Pradesh,2.1,19,0,71.8,0,0,0,0,0,0,0,0,0,0,944,32.4
Uttar Pradesh,0.3,12,59.3,71.2,0.6,14.7,8.1,44.1,9.4,0.3,1.5,4.6,18.8,28.7,1141,29.3
Uttar Pradesh,1.9,11,0,68.3,0,0,0,0,0,0,0,0,0,0,1135,33.7
Uttar Pradesh,2.7,8.1,65.4,71.6,0,12.9,6,31.8,4.7,0.3,0,0.2,18,25.5,938,29.8
Uttar Pradesh,1.7,14.3,0,66.1,0,0,0,0,0,0,0,0,0,0,899,30.1
Uttar Pradesh,8.4,37.5,21,48.2,1.3,12.2,8.5,59,26.6,0.6,0,0.2,18.1,28.7,1012,41
Uttar Pradesh,9.9,40.9,0,45.8,0,0,0,0,0,0,0,0,0,0,988,42.1
